"study_id","analysis_id","analysis_summary","metabolite_name","metabolite_id","refmet_name","units","Control_AKLA.","Control_AMDI.","Control_BABI.","Control_BACO.","Control_BADA.","Control_CECA.","Control_COMA.","Control_DIEM.","Control_DIMA31.","Control_DOMA.","Control_EMYA.","Control_FAAH.","Control_FAKA.","Control_FAND.","Control_HABA.","Control_HOLE.","Control_IBGA.","Control_KHGU.","Control_MAMB.","Control_MBKH.","Control_MEPA.","Control_MOKE.","Control_NDFA25.","Control_NDGU23.","Control_NGEU.","Control_NZFE.","Control_PAMA.","Control_RAFA.","Control_SAAD.","Control_SAAL.","Control_SACA23.","Control_SADI.","Control_SALL.","Control_SESO.","T2D_BASA.","T2D_CAFA.","T2D_CODI.","T2D_DAFA60.","T2D_DIDA.","T2D_DIFA.","T2D_DIFA37.","T2D_DIKH.","T2D_DSMA.","T2D_FAAS.","T2D_FAOU.","T2D_GUOU.","T2D_GUSA.","T2D_KAAD.","T2D_LEWA.","T2D_MADI52.","T2D_MBPA.","T2D_MOMB.","T2D_NDFA.","T2D_NDMO.","T2D_NDND.","T2D_NDOU.","T2D_NDPA.","T2D_NIIB.","T2D_SADI.","T2D_SAKH.","T2D_SAMO11.","T2D_SASE.","T2D_SODA.","T2D_SOFA.","T2D_THAN.","Control_AKLA..1","Control_AMDI..1","Control_BABI..1","Control_BACO..1","Control_BADA..1","Control_CECA..1","Control_COMA..1","Control_DIEM..1","Control_DIMA31..1","Control_DOMA..1","Control_EMYA..1","Control_FAAH..1","Control_FAKA..1","Control_FAND..1","Control_HABA..1","Control_HOLE..1","Control_IBGA..1","Control_KHGU..1","Control_MAMB..1","Control_MBKH..1","Control_MEPA..1","Control_MOKE..1","Control_NDFA25..1","Control_NDGU23..1","Control_NGEU..1","Control_NZFE..1","Control_PAMA..1","Control_RAFA..1","Control_SAAD..1","Control_SAAL..1","Control_SACA23..1","Control_SADI..1","Control_SALL..1","Control_SESO..1","T2D_BASA..1","T2D_CAFA..1","T2D_CODI..1","T2D_DAFA60..1","T2D_DIDA..1","T2D_DIFA..1","T2D_DIFA37..1","T2D_DIKH..1","T2D_DSMA..1","T2D_FAAS..1","T2D_FAOU..1","T2D_GUOU..1","T2D_GUSA..1","T2D_KAAD..1","T2D_LEWA..1","T2D_MADI52..1","T2D_MBPA..1","T2D_MOMB..1","T2D_NDFA..1","T2D_NDMO..1","T2D_NDND..1","T2D_NDOU..1","T2D_NDPA..1","T2D_NIIB..1","T2D_SADI..1","T2D_SAKH..1","T2D_SAMO11..1","T2D_SASE..1","T2D_SODA..1","T2D_SOFA..1","T2D_THAN..1"
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Indoxyl","ME634052","Indoxyl","AU",31000,27300,478000,23300,23300,20300,92700,126000,36100,25800,38600,44200,27100,13500,19700,15200,114000,81400,77100,137000,21500,31100,61800,35700,67100,24400,47800,19300,52800,15600,41500,56900,29500,202000,37900,82300,159000,339000,42600,12200,260000,218000,41500,284000,22500,41400,71300,143000,154000,87500,86000,168000,132000,148000,93700,215000,68800,99500,50100,136000,21300,36700,90300,25600,54300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Kynurenic acid","ME634055","Kynurenic acid","AU",41000,45000,80100,58400,42200,61800,128000,40800,43600,40000,114000,55600,15900,40500,30500,77700,105000,28800,58000,111000,31500,22000,54700,96100,40900,50700,22700,39100,174000,134000,27000,57300,33400,57900,61500,102000,216000,182000,50700,27100,108000,137000,32900,107000,50900,50900,85100,47500,75400,43000,78500,74700,123000,436000,62600,93300,112000,78000,35100,138000,27200,31000,56500,44100,64600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Kynurenine","ME634054","Kynurenine","AU",1830000,701000,178000,97000,1010000,699000,127000,936000,658000,721000,104000,149000,583000,661000,35100,762000,204000,109000,1160000,154000,463000,634000,388000,110000,518000,859000,789000,426000,297000,359000,591000,1610000,561000,94800,873000,191000,241000,507000,1130000,725000,250000,233000,524000,157000,1130000,1760000,914000,94100,239000,1420000,1860000,228000,310000,203000,197000,153000,144000,1790000,568000,207000,761000,652000,371000,538000,504000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-1-Pyrroline-3-hydroxy-5-carboxylate","ME634042","Pyrroline hydroxycarboxylic acid","AU",1250000,1750000,1670000,2380000,1660000,1040000,1590000,856000,1790000,1280000,2700000,1330000,1840000,1630000,1430000,2150000,2270000,2170000,2280000,1530000,719000,1540000,2430000,1590000,1470000,2370000,1830000,1190000,3210000,1870000,1320000,1740000,1630000,1270000,2210000,2370000,3510000,3340000,2090000,1700000,3260000,4400000,1190000,2620000,2180000,5300000,1600000,1910000,2870000,1680000,4390000,2470000,3950000,4380000,2700000,3040000,4070000,1500000,1530000,1780000,4190000,2090000,3870000,1430000,4560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-alanine","ME633997","Alanine","AU",9780000,9100000,12300000,7320000,7860000,10700000,8690000,10300000,7430000,1.1e+07,7390000,7550000,9860000,13800000,8240000,16400000,7780000,7280000,15700000,9870000,5180000,7630000,8820000,8710000,8160000,14700000,17600000,10300000,1.4e+07,11700000,11400000,9800000,9120000,5650000,14700000,8760000,9380000,11900000,15500000,7570000,8520000,1.4e+07,8300000,6230000,11200000,11500000,6380000,9240000,12800000,10700000,9430000,9560000,14600000,10500000,14500000,9530000,1.2e+07,10100000,9400000,13500000,17300000,7630000,15300000,10300000,14800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-arginine","ME633998","Arginine","AU",4710000,2840000,4820000,2800000,3670000,1850000,3280000,4990000,3760000,3730000,2740000,2120000,3350000,3150000,5330000,2740000,4310000,2330000,3640000,2380000,3490000,2650000,2090000,4880000,2880000,3480000,4060000,3030000,4410000,4380000,4290000,4700000,5460000,2200000,4010000,4080000,5450000,3580000,2060000,3970000,3950000,3040000,3140000,1720000,4110000,1570000,3440000,3850000,2580000,4450000,3530000,5210000,2650000,3530000,3110000,3030000,1470000,4810000,4400000,3300000,1480000,1800000,2970000,3510000,2190000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-asparagine","ME633999","Asparagine","AU",658000,730000,315000,244000,562000,537000,261000,523000,637000,705000,319000,349000,567000,723000,265000,605000,270000,146000,744000,252000,421000,848000,380000,251000,514000,805000,644000,647000,294000,350000,540000,544000,565000,248000,678000,152000,172000,381000,816000,462000,355000,273000,492000,169000,667000,544000,669000,222000,367000,696000,676000,270000,479000,227000,198000,213000,209000,550000,476000,167000,805000,529000,308000,589000,282000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-aspartate","ME634000","Aspartic acid","AU",975000,1070000,114000,259000,1240000,1150000,314000,677000,939000,752000,442000,307000,784000,256000,259000,1480000,479000,244000,885000,112000,471000,1090000,611000,64200,1130000,1070000,809000,633000,294000,184000,1100000,1070000,1170000,97800,227000,298000,171000,597000,338000,336000,318000,416000,738000,97900,930000,1080000,744000,419000,498000,868000,1190000,439000,207000,3e+05,272000,409000,88000,678000,278000,423000,1070000,706000,988000,922000,283000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-Citrulline","ME634029","Citrulline","AU",1210000,1070000,405000,419000,1490000,1030000,377000,913000,1620000,814000,508000,287000,1060000,1500000,420000,945000,606000,250000,894000,386000,956000,930000,875000,330000,695000,1270000,981000,1150000,456000,1150000,1790000,1770000,733000,444000,1440000,390000,576000,781000,559000,710000,407000,266000,876000,174000,1290000,924000,1930000,375000,458000,1210000,2820000,641000,455000,804000,726000,369000,414000,2300000,1280000,370000,708000,724000,678000,1550000,515000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-Cysteate","ME634046","Cysteic acid","AU",49900,106000,110000,37000,125000,102000,63100,111000,69800,128000,88700,72700,127000,88500,97100,89800,76800,72300,85900,105000,41600,86200,118000,113000,91800,93800,64100,128000,97000,49200,21100,143000,94500,92600,68100,138000,63400,88000,63400,115000,53400,78300,101000,116000,160000,105000,123000,68000,65300,127000,1e+05,87900,36900,38300,87200,68700,124000,70400,132000,102000,158000,127000,151000,126000,45100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-cysteine","ME634001","Cysteine","AU",347000,366000,134000,149000,282000,309000,173000,284000,192000,266000,123000,138000,412000,277000,108000,358000,73800,107000,176000,135000,268000,213000,289000,90100,361000,234000,323000,180000,79800,298000,229000,207000,253000,199000,374000,54600,86600,43300,365000,177000,76000,76000,284000,160000,109000,45800,196000,48300,236000,347000,108000,179000,16500,36200,4450,119000,101000,199000,220000,82900,189000,111000,235000,211000,12100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-cystine","ME634016","Cystine","AU",210000,272000,157000,49600,132000,118000,59100,133000,81900,68900,148000,38300,115000,197000,65900,190000,55200,54000,99600,50200,178000,85500,81700,96400,253000,95500,129000,132000,63300,97300,128000,133000,197000,109000,114000,62800,213000,139000,127000,78400,58600,87700,420000,44200,111000,148000,157000,59600,91900,398000,332000,170000,33400,213000,147000,78400,35800,697000,218000,182000,175000,115000,113000,146000,51800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-glutamate","ME634002","Glutamic acid","AU",2600000,6580000,1010000,825000,4450000,3530000,1730000,5270000,3750000,2850000,2290000,862000,2830000,4850000,1140000,1820000,776000,1600000,7100000,587000,3260000,4560000,2140000,1060000,3260000,7070000,6410000,10600000,2630000,5560000,4130000,14100000,4070000,1640000,4250000,1430000,2450000,4080000,5660000,4090000,1470000,2380000,3630000,791000,4740000,9570000,5880000,1230000,5290000,3480000,8300000,945000,3880000,2600000,12200000,1320000,2060000,7500000,6220000,1510000,9480000,5690000,7630000,7370000,4950000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-glutamine","ME634003","Glutamine","AU",11400000,16900000,5140000,4340000,15100000,11900000,4100000,9760000,13200000,12300000,5980000,3640000,14700000,11900000,4350000,11300000,4700000,3140000,11400000,4460000,10500000,16600000,7830000,4e+06,10300000,14800000,15300000,8100000,4650000,10600000,11800000,8370000,11500000,5650000,11800000,3440000,3550000,9270000,1.3e+07,9690000,4300000,6230000,10700000,3140000,14800000,10600000,1.4e+07,4570000,6470000,14100000,13600000,5070000,8310000,4430000,582000,5440000,5710000,12300000,10900000,3710000,13700000,9480000,6610000,12400000,5030000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-histidine","ME634005","Histidine","AU",2390000,1800000,3570000,2600000,2210000,2230000,3330000,2100000,2e+06,2460000,3600000,3660000,2010000,2440000,2740000,2330000,3980000,2860000,3140000,4080000,1700000,2070000,2740000,2460000,2300000,2430000,1820000,2130000,4700000,2490000,1600000,2430000,2030000,2050000,3360000,3020000,2490000,3600000,2920000,2070000,3850000,3400000,1890000,3050000,2280000,2300000,1740000,3350000,3590000,2420000,2980000,4190000,3220000,3340000,2370000,3060000,4070000,2440000,2540000,3890000,1810000,1870000,2370000,2120000,2570000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-Homocysteine","ME634026","Homocysteine","AU",141000,161000,46500,39700,193000,133000,45600,1e+05,164000,82700,53100,44700,144000,140000,63400,293000,32400,7150,133000,10300,83700,150000,273000,49400,337000,194000,211000,92600,58400,304000,176000,308000,173000,82000,156000,21100,55600,168000,154000,82800,24600,89400,139000,68000,219000,120000,163000,105000,118000,129000,294000,25300,NA,30300,17800,42300,33300,142000,169000,8270,165000,124000,154000,302000,126000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Linoelaidyl carnitine","ME634096","CAR 18:2(9E,12E)","AU",59000,25300,91600,523000,17300,33300,51700,10300,17400,46900,238000,101000,53300,27600,42200,40300,49800,71200,38200,126000,6700,29400,87700,166000,15100,26300,97800,19800,204000,36200,12700,44200,21700,66400,89800,89200,184000,134000,23500,6200,247000,69500,15600,398000,13400,121000,11600,84100,74600,50100,163000,492000,63700,129000,82800,459000,251000,12300,25900,132000,40200,17500,168000,11700,78800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-leucine","ME634006","Leucine","AU",49600000,23300000,43100000,43500000,42100000,27100000,44300000,28800000,59300000,34400000,48500000,33800000,27100000,27300000,39500000,36600000,46300000,36300000,38400000,34800000,21800000,30400000,46400000,40800000,33900000,3.9e+07,34600000,25600000,60200000,70400000,29100000,3.9e+07,53300000,56500000,3.6e+07,45500000,47200000,8.7e+07,50900000,36100000,48800000,50700000,18400000,32600000,52600000,45600000,28400000,42200000,6.6e+07,41800000,51600000,44800000,72300000,43600000,9.4e+07,57300000,61900000,34900000,39200000,65600000,4.6e+07,4.6e+07,76400000,2.8e+07,56600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-lysine","ME634007","Lysine","AU",4980000,5040000,7500000,5280000,4700000,3970000,5450000,4350000,2620000,3110000,5030000,5450000,3820000,4960000,4040000,6020000,5590000,3150000,5230000,7170000,2520000,4190000,3060000,5640000,3360000,5e+06,4030000,2920000,8230000,7550000,3120000,4820000,3410000,4620000,6470000,5240000,5320000,9080000,4070000,3160000,8010000,9770000,3940000,5560000,4890000,3960000,5240000,6430000,6490000,5150000,6120000,8010000,7740000,7210000,7920000,10900000,5880000,4360000,4240000,9530000,5850000,3950000,5760000,4100000,6030000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-methionine","ME634008","Methionine","AU",4610000,4070000,2840000,2410000,4830000,5320000,2110000,3810000,4390000,4650000,3320000,2860000,3190000,4500000,2790000,7610000,2930000,1770000,3680000,3040000,1640000,4020000,6100000,2670000,3540000,6590000,4270000,3370000,3720000,8160000,3570000,4800000,3880000,2560000,7660000,1490000,2160000,8020000,3910000,3660000,3090000,3490000,2420000,1840000,4660000,3430000,3780000,2540000,4660000,3440000,5460000,2990000,5130000,1890000,5050000,3940000,2820000,3400000,3140000,2470000,6620000,3090000,7100000,3520000,3550000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-Methionine S-oxide","ME634047","Methionine sulfoxide","AU",436000,97900,592000,741000,141000,132000,247000,125000,198000,370000,517000,458000,234000,179000,471000,3e+05,424000,848000,111000,518000,57700,124000,920000,296000,105000,227000,294000,193000,1110000,346000,173000,170000,111000,245000,363000,3e+05,306000,804000,153000,120000,529000,704000,177000,430000,189000,261000,120000,531000,344000,297000,271000,838000,614000,353000,275000,1050000,487000,163000,226000,330000,184000,110000,414000,114000,519000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-phenylalanine","ME634009","Phenylalanine","AU",60300000,32600000,7260000,6820000,52700000,38900000,6050000,37900000,40100000,4e+07,8510000,5500000,29200000,41300000,6140000,4.4e+07,8230000,5220000,65100000,7590000,20800000,33900000,21300000,7700000,4.5e+07,40500000,44700000,24300000,13800000,22500000,39700000,62800000,41700000,7720000,44900000,10500000,7080000,32300000,35100000,3e+07,10800000,9010000,25700000,8860000,41200000,50100000,35100000,6510000,15800000,46600000,59800000,8520000,18100000,5850000,16800000,11200000,7480000,45200000,38800000,6790000,4.8e+07,4.5e+07,3.2e+07,42600000,42100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-proline","ME634010","Proline","AU",45700000,40800000,72800000,42700000,55100000,40300000,36400000,42700000,61500000,45200000,65700000,32300000,47200000,65100000,4.1e+07,78800000,59100000,37900000,57600000,60500000,34600000,54800000,58700000,43600000,30100000,8.5e+07,81700000,38900000,68700000,58500000,39500000,63100000,51600000,5.1e+07,8.8e+07,44600000,59200000,83700000,70800000,36600000,37900000,6.7e+07,4.8e+07,29300000,48400000,6e+07,55500000,36300000,1.33e+08,72700000,7.1e+07,38100000,88600000,58800000,68900000,4.6e+07,53300000,39200000,44200000,51200000,81100000,34500000,87300000,59300000,81600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-serine","ME634011","Serine","AU",1460000,1600000,717000,685000,1450000,1550000,627000,1230000,1460000,1700000,825000,9e+05,1430000,1320000,884000,1630000,571000,440000,1690000,815000,1230000,1870000,851000,632000,1140000,1430000,1830000,1340000,682000,735000,1380000,1790000,1510000,762000,1280000,569000,581000,965000,1560000,884000,722000,962000,1010000,735000,1310000,1120000,1490000,592000,903000,1390000,1290000,589000,841000,403000,1070000,772000,811000,1230000,1700000,665000,1820000,1600000,692000,1440000,748000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-threonine","ME634012","Threonine","AU",5200000,5470000,4130000,2270000,5410000,3800000,2010000,6120000,4520000,4860000,2860000,1950000,4530000,7520000,2610000,3970000,2680000,1540000,4690000,2580000,3180000,6550000,3310000,2150000,2470000,5750000,5530000,4130000,2880000,4480000,4810000,7660000,5610000,1220000,6990000,1420000,2680000,4090000,4340000,3570000,3710000,2590000,3370000,1740000,4450000,3390000,7380000,2330000,3360000,5510000,5470000,2430000,3300000,2220000,2620000,2820000,2550000,4670000,5130000,2190000,4990000,4170000,3060000,4290000,2490000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-Tryptophamide","ME634053","","AU",3780,NA,NA,NA,2940,3170,NA,NA,NA,NA,NA,NA,2020,NA,6980,NA,NA,NA,38400,15800,NA,NA,12700,14600,NA,NA,NA,1760,21200,NA,NA,8580,NA,NA,3290,NA,48000,NA,NA,NA,NA,NA,3490,12700,NA,NA,4220,14100,NA,NA,4020,NA,NA,13300,14800,NA,5350,3050,2340,40100,2210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
