"study_id","analysis_id","analysis_summary","metabolite_name","metabolite_id","refmet_name","units","Control_AKLA.","Control_AMDI.","Control_BABI.","Control_BACO.","Control_BADA.","Control_CECA.","Control_COMA.","Control_DIEM.","Control_DIMA31.","Control_DOMA.","Control_EMYA.","Control_FAAH.","Control_FAKA.","Control_FAND.","Control_HABA.","Control_HOLE.","Control_IBGA.","Control_KHGU.","Control_MAMB.","Control_MBKH.","Control_MEPA.","Control_MOKE.","Control_NDFA25.","Control_NDGU23.","Control_NGEU.","Control_NZFE.","Control_PAMA.","Control_RAFA.","Control_SAAD.","Control_SAAL.","Control_SACA23.","Control_SADI.","Control_SALL.","Control_SESO.","T2D_BASA.","T2D_CAFA.","T2D_CODI.","T2D_DAFA60.","T2D_DIDA.","T2D_DIFA.","T2D_DIFA37.","T2D_DIKH.","T2D_DSMA.","T2D_FAAS.","T2D_FAOU.","T2D_GUOU.","T2D_GUSA.","T2D_KAAD.","T2D_LEWA.","T2D_MADI52.","T2D_MBPA.","T2D_MOMB.","T2D_NDFA.","T2D_NDMO.","T2D_NDND.","T2D_NDOU.","T2D_NDPA.","T2D_NIIB.","T2D_SADI.","T2D_SAKH.","T2D_SAMO11.","T2D_SASE.","T2D_SODA.","T2D_SOFA.","T2D_THAN.","Control_AKLA..1","Control_AMDI..1","Control_BABI..1","Control_BACO..1","Control_BADA..1","Control_CECA..1","Control_COMA..1","Control_DIEM..1","Control_DIMA31..1","Control_DOMA..1","Control_EMYA..1","Control_FAAH..1","Control_FAKA..1","Control_FAND..1","Control_HABA..1","Control_HOLE..1","Control_IBGA..1","Control_KHGU..1","Control_MAMB..1","Control_MBKH..1","Control_MEPA..1","Control_MOKE..1","Control_NDFA25..1","Control_NDGU23..1","Control_NGEU..1","Control_NZFE..1","Control_PAMA..1","Control_RAFA..1","Control_SAAD..1","Control_SAAL..1","Control_SACA23..1","Control_SADI..1","Control_SALL..1","Control_SESO..1","T2D_BASA..1","T2D_CAFA..1","T2D_CODI..1","T2D_DAFA60..1","T2D_DIDA..1","T2D_DIFA..1","T2D_DIFA37..1","T2D_DIKH..1","T2D_DSMA..1","T2D_FAAS..1","T2D_FAOU..1","T2D_GUOU..1","T2D_GUSA..1","T2D_KAAD..1","T2D_LEWA..1","T2D_MADI52..1","T2D_MBPA..1","T2D_MOMB..1","T2D_NDFA..1","T2D_NDMO..1","T2D_NDND..1","T2D_NDOU..1","T2D_NDPA..1","T2D_NIIB..1","T2D_SADI..1","T2D_SAKH..1","T2D_SAMO11..1","T2D_SASE..1","T2D_SODA..1","T2D_SOFA..1","T2D_THAN..1"
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Acetoacetate","ME634167","Acetoacetic acid","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,2980000,2640000,5100000,4740000,2940000,2090000,7020000,2590000,2860000,3050000,4700000,5490000,2770000,2700000,4480000,5400000,5920000,4290000,3790000,5200000,1860000,2710000,5030000,5e+06,2690000,3200000,3080000,1920000,3800000,3480000,3040000,3480000,2550000,3220000,4810000,6040000,7460000,4280000,3080000,2320000,4530000,6770000,2220000,3750000,2700000,2200000,3490000,5170000,6640000,2670000,5620000,9780000,3080000,5700000,7960000,3380000,4530000,2800000,6890000,12500000,2850000,3490000,4350000,7210000,8140000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","ADP","ME634117","ADP","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,20700,14000,23000,43700,4650,1940,29900,15500,19200,118000,42200,76900,145000,77200,41300,52300,105000,1290000,99200,22500,52700,29800,51300,48300,19900,51100,84600,23000,194000,7340,11000,9460,44600,39900,42200,870000,1320000,103000,68200,211000,421000,285000,32200,359000,94500,142000,101000,88800,1210000,10200,186000,265000,312000,398000,132000,517000,731000,31900,40100,1390000,3100,5020,229000,120000,259000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Allochenodeoxycholate","ME634191","Allochenodeoxycholic acid","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,74100,NA,215000,53600,26000,22100,234000,38500,69600,47100,205000,86700,53800,54300,132000,68000,425000,505000,NA,143000,30600,23000,151000,50900,33000,37100,90800,54800,620000,38000,117000,NA,71900,50100,50800,349000,198000,468000,77400,29600,103000,242000,49000,193000,36200,146000,160000,55100,220000,90000,42700,64900,402000,120000,292000,596000,289000,33000,97000,453000,196000,18100,42200,36400,1610000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","AMP","ME634118","AMP","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,23000,6090,48000,49400,7670,2710,17600,13800,40600,86100,39800,33200,43500,65600,27000,54500,91300,311000,69600,32000,15200,31300,69300,81200,13700,35400,79500,3660,324000,42500,15700,30000,51200,51400,47400,515000,729000,152000,138000,99900,234000,240000,30000,323000,72400,614000,62500,93700,560000,15200,324000,132000,376000,853000,255000,635000,885000,76800,38900,709000,5960,14400,268000,71500,599000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Ascorbate","ME634151","Vitamin C","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,24100,31300,119000,398000,14700,69400,151000,18900,41800,45200,244000,2e+05,50600,105000,59100,73900,371000,284000,291000,118000,22500,24100,149000,31300,26800,136000,63400,65300,116000,26800,32600,126000,20200,33900,88100,137000,138000,301000,77400,31300,160000,292000,65800,658000,98500,25300,80900,428000,132000,43000,106000,167000,151000,412000,116000,148000,91800,42300,118000,237000,294000,21600,72400,131000,224000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","ATP","ME634116","ATP","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,23200,753,10900,14800,1360,1370,8440,2920,7700,18100,4250,2320,27400,5480,60000,3420,21800,698000,26900,7510,4220,2030,43100,1690,3650,7780,13300,21200,26200,2380,4700,1840,6080,16000,18900,179000,288000,38900,2070,19500,131000,30800,14100,105000,9940,9600,6580,18100,216000,11600,3830,99500,83800,32300,1400,162000,163000,3200,9540,332000,1470,2800,20900,18800,74200
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Beta Hydroxybutyrate","ME634168","3-Hydroxybutyric acid","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,2090000,2120000,4190000,5870000,2900000,2950000,4910000,902000,2950000,1250000,3600000,3910000,2020000,1460000,3090000,2870000,8370000,3060000,2460000,4020000,2940000,1760000,3500000,6050000,1380000,1340000,1030000,546000,2760000,1590000,1070000,5460000,1500000,1980000,2930000,3820000,1.7e+07,6930000,2510000,2180000,3750000,4840000,1470000,6370000,1220000,1210000,2600000,4680000,6220000,1770000,1070000,8970000,5760000,4460000,8110000,6450000,7550000,669000,2590000,20100000,1710000,2870000,1990000,1450000,8420000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Citrate","ME634144","Citric acid","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,16100000,8100000,49900000,55200000,7510000,12700000,3.9e+07,9030000,12500000,9980000,48100000,52100000,1.2e+07,9810000,36600000,23400000,49500000,48600000,13600000,5.3e+07,6220000,8210000,40100000,47800000,9100000,14900000,16800000,8140000,57400000,18100000,6180000,19700000,8260000,11700000,2.1e+07,55100000,63500000,51600000,18700000,8600000,46100000,61500000,8490000,5.1e+07,10700000,14500000,18100000,45200000,42900000,1.4e+07,13500000,67200000,47300000,62800000,9480000,49700000,49900000,11600000,16400000,57700000,18200000,9920000,8440000,14100000,53600000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","cresol","ME634202","","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,10600,NA,3040000,364000,NA,12400,3490000,22800,7750,8140,520000,1460000,8370,11400,756000,382000,3870000,1e+06,11200,1250000,NA,7710,190000,1380000,98500,9380,5400,4330,2580000,17000,3900,40900,25700,11500,348000,6350000,8720000,2780000,22800,13900,3980000,4980000,2020,2290000,NA,33000,23300,506000,493000,14800,50100,4e+06,4110000,17100000,34300,1390000,1400000,36600,9510,5380000,11800,14200,17800,21100,2810000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","D-Arabitol/Xylitol/Ribitol","ME634143","","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,53800,29500,73800,109000,36300,37400,114000,36800,59900,30900,127000,99000,27300,45100,62400,116000,129000,106000,42500,109000,23400,39200,102000,109000,30900,59700,49600,35500,149000,54500,24000,46800,48300,62200,92500,151000,176000,120000,485000,505000,108000,142000,47200,124000,39900,56500,102000,114000,121000,53700,97800,202000,1860000,358000,54000,55600,145000,103000,45500,90400,48800,28300,43700,53500,107000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Decanoic acid (caprate)","ME634170","Capric acid","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,2160000,1560000,6660000,8310000,1330000,1690000,8990000,1610000,1960000,3120000,7760000,6130000,3190000,2220000,7750000,4250000,5390000,8960000,1400000,7270000,1460000,2090000,6150000,5090000,2040000,1450000,2250000,2600000,6760000,2200000,1830000,1770000,1500000,2630000,2560000,26100000,5e+06,6350000,2580000,1250000,6730000,6480000,2300000,7270000,1630000,1530000,1960000,6040000,3310000,1610000,1560000,7600000,5890000,11600000,1800000,6640000,8370000,1310000,1810000,7810000,1260000,1360000,2630000,2030000,4650000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Dehydroascorbate","ME634152","Dehydroascorbic acid","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,354000,138000,1370000,1330000,169000,229000,932000,214000,333000,222000,1300000,1150000,285000,236000,917000,650000,1330000,1160000,379000,1270000,168000,179000,914000,1350000,107000,411000,423000,289000,2e+06,491000,74500,510000,63500,220000,599000,1540000,1770000,1340000,567000,202000,1230000,1500000,208000,1060000,229000,532000,467000,1070000,1140000,267000,313000,2160000,1320000,2320000,312000,1080000,1320000,311000,397000,1640000,564000,227000,267000,237000,1600000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","D-Glucorote","ME634155","","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,88400,83000,191000,355000,85900,70500,275000,80700,94200,66900,323000,160000,84800,57500,144000,179000,267000,163000,164000,283000,37900,42700,278000,184000,50600,119000,98900,74400,601000,89800,60500,153000,92600,95900,142000,538000,842000,382000,118000,108000,256000,313000,69700,257000,89800,148000,392000,259000,238000,173000,257000,509000,333000,2390000,215000,249000,342000,361000,119000,572000,92800,74200,84900,86100,195000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","D-Glucose","ME634131","Glucose","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,15900000,1.3e+07,28600000,21200000,14400000,8880000,30100000,13200000,12300000,16400000,19900000,2e+07,15800000,14300000,25300000,23700000,22900000,26200000,19600000,22100000,9120000,11400000,32700000,22600000,12200000,16900000,19900000,11400000,1.9e+07,15800000,15300000,17100000,12500000,14800000,23900000,28200000,38300000,19200000,14900000,11100000,2.1e+07,2.9e+07,1.1e+07,14300000,15500000,10200000,17600000,24600000,35300000,17700000,37400000,46900000,14300000,26800000,54500000,16200000,16200000,14800000,44400000,70900000,1.5e+07,18800000,2.6e+07,3.9e+07,33700000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","D-Glyceraldehyde 3-phosphate/Glycerone phosphate","ME634132","Glyceraldehyde 3-phosphate","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,58600,57200,67200000,63900000,68900,56400,59400000,63100,58000,46500,53900000,57200000,53100,70400,45800000,12500000,64100000,49200000,58400,55900000,61800,57600,30100000,69300000,60400,66500,60900,38100,63300000,460000,75400,55000,42800,284000,3900000,59400000,54600000,56700000,96800,52500,5.7e+07,61700000,67500,51300000,59300,48800,479000,68700000,25600000,68200,59900,8.1e+07,65200000,51600000,269000,72700000,72200000,58000,56900,5.9e+07,58900,47300,61300,68500,40300000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Diphosphate","ME634130","Pyrophosphate","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,337000,116000,589000,1110000,53400,197000,1220000,125000,113000,115000,1240000,706000,226000,2e+05,571000,542000,1660000,570000,309000,658000,44200,65700,673000,901000,169000,155000,214000,89600,928000,254000,145000,293000,119000,317000,280000,2040000,1350000,1340000,179000,85600,1390000,1540000,119000,2160000,105000,147000,132000,859000,742000,194000,395000,740000,838000,1020000,211000,1620000,1190000,69600,84200,1370000,285000,121000,187000,108000,631000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Docosahexaenoic acid","ME634182","Docosahexaenoic acid","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,4400000,3280000,13500000,18700000,3460000,1910000,15400000,3060000,5100000,2970000,12300000,20700000,4050000,1980000,8170000,2020000,1.7e+07,13900000,2840000,10800000,1370000,2100000,12300000,34200000,2270000,3620000,3360000,1420000,10100000,3670000,1860000,4610000,2270000,2880000,4100000,19300000,35500000,23100000,2800000,3010000,17200000,21300000,1750000,12100000,4840000,4080000,4690000,20200000,1.4e+07,3870000,5360000,13200000,18200000,20900000,9080000,2.8e+07,17400000,891000,5990000,29500000,3870000,2560000,5290000,2680000,18800000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Dodecanedioic acid","ME634183","Dodecanedioic acid","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,27900,14700,39400,53500,20900,23000,55000,26300,23800,24600,171000,37800,22800,22700,38600,31300,55900,105000,27500,217000,28500,18400,76900,40600,25000,25300,30100,31200,48300,25300,25500,27700,18500,30400,31200,96200,50600,54900,47800,31400,53900,52400,25400,44100,23600,34400,29000,42500,32100,22900,28600,41800,75200,49900,16000,64000,46400,26300,22200,43600,24700,17400,23400,30700,53800
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Dodecanoic acid","ME634171","Lauric acid","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,2540000,1660000,6660000,4790000,2450000,2930000,4970000,2280000,4950000,3590000,29500000,18800000,2950000,4040000,4290000,5450000,12600000,4400000,2370000,7680000,2190000,2800000,5270000,8010000,2520000,3590000,3230000,2480000,4970000,2710000,2390000,3600000,6510000,5170000,2950000,1.13e+08,6190000,11300000,2280000,2050000,7660000,9290000,2460000,6310000,2220000,3210000,3460000,5020000,4030000,2250000,2510000,11500000,4820000,4970000,6570000,5720000,7150000,1790000,3530000,14800000,2280000,2250000,5830000,3400000,11200000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","D-Rhamnose","ME634142","Rhamnose","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,1020000,514000,3800000,1710000,769000,1740000,2210000,1490000,931000,1130000,3530000,3140000,858000,453000,1860000,2230000,975000,2630000,599000,1800000,539000,1590000,3230000,4520000,891000,1870000,917000,616000,1570000,2040000,1240000,1490000,1510000,751000,761000,1170000,1840000,2720000,853000,763000,2180000,3560000,896000,3210000,1290000,1370000,802000,3080000,1170000,1120000,423000,409000,2570000,771000,15100,1360000,1220000,511000,107000,106000,206000,821000,108000,21000,630000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","D-Ribose","ME634141","Ribose","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,454000,331000,713000,883000,366000,230000,850000,341000,384000,390000,734000,509000,376000,357000,577000,643000,652000,628000,519000,795000,212000,302000,782000,629000,314000,393000,460000,275000,1900000,410000,360000,434000,281000,387000,575000,1640000,1850000,725000,406000,289000,554000,804000,274000,445000,323000,247000,448000,654000,891000,433000,896000,1330000,633000,5020000,1420000,658000,797000,656000,1100000,1850000,372000,488000,639000,1e+06,883000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Eicosapentaenoic acid","ME634181","Eicosapentaenoic acid","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,675000,1210000,2310000,3790000,911000,194000,3450000,894000,866000,522000,4690000,2740000,566000,185000,1620000,237000,4060000,3290000,583000,3250000,325000,276000,1810000,4420000,364000,697000,483000,411000,4370000,796000,370000,681000,324000,801000,657000,5820000,13500000,5940000,642000,1100000,3980000,6030000,278000,1530000,1530000,688000,2640000,13500000,5020000,1360000,2410000,3250000,7890000,15600000,4480000,9930000,4260000,248000,2840000,8880000,584000,663000,1100000,933000,2670000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Eicosatetraenoic acid","ME634180","Eicosatetraenoic acid","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,2930000,1990000,5770000,10100000,2150000,1520000,5480000,1450000,3260000,2570000,7870000,8280000,2740000,1730000,5140000,2760000,9180000,7430000,1440000,5330000,910000,1930000,5700000,11500000,1760000,2710000,2e+06,1010000,7680000,1920000,792000,1970000,1330000,1260000,2240000,14200000,18800000,10400000,1270000,1450000,8890000,10700000,1470000,4660000,1730000,3e+06,1530000,8530000,5630000,2410000,3500000,9030000,7210000,11700000,5530000,10500000,12700000,816000,2300000,16200000,2130000,1530000,3810000,1230000,13800000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Fumarate","ME634147","Fumaric acid","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,40300,53700,135000,187000,38500,67900,157000,30800,46500,45200,180000,148000,34200,46200,49800,83000,152000,126000,60200,112000,40000,31500,94200,150000,59200,50800,72000,30200,218000,83400,43900,39100,18000,31000,72400,220000,186000,152000,70000,53100,170000,114000,32800,282000,48000,67200,62500,140000,164000,43500,38400,248000,225000,191000,79200,206000,221000,49500,54800,153000,92800,17500,74800,64500,175000
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","GDP","ME634120","GDP","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,448,NA,NA,NA,NA,NA,NA,344,NA,NA,NA,NA,NA,NA,6520,NA,NA,118000,595,NA,NA,NA,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41600,122000,NA,NA,7780,11300,5620,NA,15300,NA,1740,NA,NA,149000,NA,NA,NA,NA,35600,11200,22800,65300,NA,NA,138000,NA,NA,11400,466,NA
"ST002681","AN004354","Reversed phase NEGATIVE ION MODE","Glycerol 3-phosphate","ME634165","sn-Glycero-3-phosphate","AU",190000,202000,113000,64700,87400,175000,246000,211000,131000,133000,256000,179000,102000,171000,88700,509000,231000,59100,76100,133000,142000,166000,139000,260000,189000,168000,89600,37600,115000,161000,116000,313000,190000,173000,306000,481000,127000,346000,123000,133000,85900,155000,125000,272000,229000,207000,131000,154000,407000,139000,152000,295000,359000,172000,442000,281000,332000,71600,85300,120000,126000,224000,156000,154000,390000,15000,22600,82600,132000,6160,20100,94000,14000,24800,4000,82200,98000,10600,17000,38100,49200,66600,11500,22300,118000,7380,11800,67500,102000,30900,10700,18700,12200,75600,91700,16300,18900,12500,16600,30300,32600,25200,51300,48500,28900,9860,7090,14300,43300,13000,34000,19600,106000,48300,26500,19200,447,659000,2820,35300,80200,214000,8110,7380,21700,11700,10400,31000,14700,47800
